course_name,city,state_country,location,total_par,h01_par,h01_yards,h01_hcp,h02_par,h02_yards,h02_hcp,h03_par,h03_yards,h03_hcp,h04_par,h04_yards,h04_hcp,h05_par,h05_yards,h05_hcp,h06_par,h06_yards,h06_hcp,h07_par,h07_yards,h07_hcp,h08_par,h08_yards,h08_hcp,h09_par,h09_yards,h09_hcp,f9_par,f9_yards,h10_par,h10_yards,h10_hcp,h11_par,h11_yards,h11_hcp,h12_par,h12_yards,h12_hcp,h13_par,h13_yards,h13_hcp,h14_par,h14_yards,h14_hcp,h15_par,h15_yards,h15_hcp,h16_par,h16_yards,h16_hcp,h17_par,h17_yards,h17_hcp,h18_par,h18_yards,h18_hcp,b9_par,b9_yards,total_yardage,course_rating,slope_rating,prestige_level,est_year,created_at,elevation,course_id,temp_factor,humidity_factor,wind_factor,rain_factor,cloud_factor,design_strategy,narrowness_factor,hazard_density,green_speed,turf_firmness,rough_length,crowd_factor,elevation_factor,terrain_difficulty,temp_min_jan,temp_avg_jan,temp_max_jan,temp_min_feb,temp_avg_feb,temp_max_feb,temp_min_mar,temp_avg_mar,temp_max_mar,temp_min_apr,temp_avg_apr,temp_max_apr,temp_min_may,temp_avg_may,temp_max_may,temp_min_jun,temp_avg_jun,temp_max_jun,temp_min_jul,temp_avg_jul,temp_max_jul,temp_min_aug,temp_avg_aug,temp_max_aug,temp_min_sep,temp_avg_sep,temp_max_sep,temp_min_oct,temp_avg_oct,temp_max_oct,temp_min_nov,temp_avg_nov,temp_max_nov,temp_min_dec,temp_avg_dec,temp_max_dec,rain_prop_jan,rain_prop_feb,rain_prop_mar,rain_prop_apr,rain_prop_may,rain_prop_jun,rain_prop_jul,rain_prop_aug,rain_prop_sep,rain_prop_oct,rain_prop_nov,rain_prop_dec,wind_speed_min_jan,wind_speed_avg_jan,wind_speed_max_jan,wind_speed_min_feb,wind_speed_avg_feb,wind_speed_max_feb,wind_speed_min_mar,wind_speed_avg_mar,wind_speed_max_mar,wind_speed_min_apr,wind_speed_avg_apr,wind_speed_max_apr,wind_speed_min_may,wind_speed_avg_may,wind_speed_max_may,wind_speed_min_jun,wind_speed_avg_jun,wind_speed_max_jun,wind_speed_min_jul,wind_speed_avg_jul,wind_speed_max_jul,wind_speed_min_aug,wind_speed_avg_aug,wind_speed_max_aug,wind_speed_min_sep,wind_speed_avg_sep,wind_speed_max_sep,wind_speed_min_oct,wind_speed_avg_oct,wind_speed_max_oct,wind_speed_min_nov,wind_speed_avg_nov,wind_speed_max_nov,wind_speed_min_dec,wind_speed_avg_dec,wind_speed_max_dec,humidity_min_jan,humidiy_avg_jan,humidity_max_jan,humidity_min_feb,humidiy_avg_feb,humidity_max_feb,humidity_min_mar,humidiy_avg_mar,humidity_max_mar,humidity_min_apr,humidiy_avg_apr,humidity_max_apr,humidity_min_may,humidiy_avg_may,humidity_max_may,humidity_min_jun,humidiy_avg_jun,humidity_max_jun,humidity_min_jul,humidiy_avg_jul,humidity_max_jul,humidity_min_aug,humidiy_avg_aug,humidity_max_aug,humidity_min_sep,humidiy_avg_sep,humidity_max_sep,humidity_min_oct,humidiy_avg_oct,humidity_max_oct,humidity_min_nov,humidiy_avg_nov,humidity_max_nov,humidity_min_dec,humidiy_avg_dec,humidity_max_dec,cloud_cover_min_jan,cloud_cover_avg_jan,cloud_cover_max_jan,cloud_cover_min_feb,cloud_cover_avg_feb,cloud_cover_max_feb,cloud_cover_min_mar,cloud_cover_avg_mar,cloud_cover_max_mar,cloud_cover_min_apr,cloud_cover_avg_apr,cloud_cover_max_apr,cloud_cover_min_may,cloud_cover_avg_may,cloud_cover_max_may,cloud_cover_min_jun,cloud_cover_avg_jun,cloud_cover_max_jun,cloud_cover_min_jul,cloud_cover_avg_jul,cloud_cover_max_jul,cloud_cover_min_aug,cloud_cover_avg_aug,cloud_cover_max_aug,cloud_cover_min_sep,cloud_cover_avg_sep,cloud_cover_max_sep,cloud_cover_min_oct,cloud_cover_avg_oct,cloud_cover_max_oct,cloud_cover_min_nov,cloud_cover_avg_nov,cloud_cover_max_nov,cloud_cover_min_dec,cloud_cover_avg_dec,cloud_cover_max_dec
Rye Brook Cricket Club,Rye Brook,NY (US),"Rye Brook, NY (US)",71,4,401,6,5,562,10,3,249,18,4,378,14,4,462,8,4,371,16,3,212,12,4,500,2,5,648,4,36,3783,4,446,9,5,669,1,3,130,7,4,391,17,3,247,5,4,389,13,5,625,11,3,123,3,4,502,15,35,3522,7305,74.4595744588744,131.503829004329,0.7,1902,###,5026.24671916011,###,0.437083333333334,0.957142857142857,0.146666666666667,0.649090909090909,0.605,0.22,0.56,0.47,0.78,0.36,0.42,0.27,0.7,0.18,30.2,40.2,50.2,36,46,56,41.7,51.7,61.7,47.5,57.5,67.5,53.2,63.2,73.2,59,69,79,64.8,74.8,84.8,59,69,79,53.2,63.2,73.2,47.5,57.5,67.5,41.7,51.7,61.7,36,46,56,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Ottawa Hills Hunt Club,Ottawa Hills,OH (US),"Ottawa Hills, OH (US)",70,4,436,4,4,481,8,4,469,16,4,478,12,3,198,18,4,332,6,3,129,14,5,661,10,4,404,2,35,3588,4,503,7,5,514,5,4,386,15,3,182,3,4,392,11,3,122,9,4,443,1,4,395,17,4,456,13,35,3393,6981,75.4389077922078,134.952662337662,0.27,1980,###,6361.54855643045,###,0.105,0.807142857142857,0.253333333333333,0.549090909090909,0.605,0.47,0.81,0.5,0.91,0.43,0.64,0.73,0.93,0.54,20.9,30.9,40.9,25.4,35.4,45.4,29.8,39.8,49.8,34.2,44.2,54.2,38.6,48.6,58.6,43,53,63,47.5,57.5,67.5,43,53,63,38.6,48.6,58.6,34.2,44.2,54.2,29.8,39.8,49.8,25.4,35.4,45.4,0.2464,0.2816,0.3168,0.352,0.3872,0.4224,0.4576,0.4224,0.3872,0.352,0.3168,0.2816,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
TCC Beverly Hills,Beverly Hills,MI (US),"Beverly Hills, MI (US)",71,4,497,2,4,396,6,5,597,14,4,364,10,3,153,16,4,483,4,3,236,12,4,436,18,5,671,8,36,3833,4,396,5,4,466,3,4,424,17,3,220,13,4,485,1,5,560,9,3,218,7,4,403,15,4,438,11,35,3610,7443,75.6587411255411,135.487745670996,0.33,1989,###,475.721784776903,###,0.293541666666667,0.957142857142857,0.146666666666667,0.549090909090909,0.605,0.77,0.37,0.73,0.84,0.5,0.3,0.59,0.66,0.81,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.2464,0.2816,0.3168,0.352,0.3872,0.4224,0.4576,0.4224,0.3872,0.352,0.3168,0.2816,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Cheshire Golf & Country Club,Cheshire,CT (US),"Cheshire, CT (US)",71,4,351,4,4,438,12,3,201,8,5,589,14,4,488,18,4,452,2,3,194,10,4,500,16,4,440,6,35,3653,4,475,3,3,157,1,5,600,15,4,419,11,4,391,7,4,424,5,3,219,13,4,354,9,5,632,17,36,3671,7324,74.9761805194805,133.677844155844,0.43,1978,###,5492.12598425197,###,0.3125,0.757142857142857,0.306666666666667,0.447272727272727,0.495,0.73,0.36,0.58,0.39,0.6,0.9,0.81,0.57,0.63,26.8,36.8,46.8,32,42,52,37.2,47.2,57.2,42.5,52.5,62.5,47.8,57.8,67.8,53,63,73,58.2,68.2,78.2,53,63,73,47.8,57.8,67.8,42.5,52.5,62.5,37.2,47.2,57.2,32,42,52,0.2072,0.2368,0.2664,0.296,0.3256,0.3552,0.3848,0.3552,0.3256,0.296,0.2664,0.2368,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,7.6,9.6,14.6,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,53,63,73,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
Chesterbrook Cricket Club,Chesterbrook,PA (US),"Chesterbrook, PA (US)",71,4,411,1,5,614,13,4,388,17,3,191,9,4,371,5,4,355,3,3,241,11,4,375,7,4,412,15,35,3358,5,594,2,4,402,10,4,455,6,4,490,12,3,226,16,4,486,8,5,517,18,3,227,14,4,433,4,36,3830,7188,75.8765744588745,136.198829004329,0.44,1911,###,505.249343832021,###,0.437083333333334,0.957142857142857,0.146666666666667,0.649090909090909,0.605,0.81,0.79,0.53,0.78,0.72,0.5,0.66,0.06,0.5,30.2,40.2,50.2,36,46,56,41.7,51.7,61.7,47.5,57.5,67.5,53.2,63.2,73.2,59,69,79,64.8,74.8,84.8,59,69,79,53.2,63.2,73.2,47.5,57.5,67.5,41.7,51.7,61.7,36,46,56,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
TCC Powell,Powell,WY (US),"Powell, WY (US)",72,4,468,18,3,180,8,4,347,4,3,171,10,5,540,14,4,425,6,4,350,16,4,415,12,5,648,2,36,3544,4,467,17,5,633,11,4,461,15,3,157,7,4,405,3,4,334,1,3,197,9,5,553,5,4,476,13,36,3683,7227,75.684264935065,135.787519480519,0.23,1903,###,278.871391076115,###,0,0.602857142857143,0.546666666666667,0.309090909090909,0.44,0.82,0.78,0.46,0.97,1,0.82,0.49,0.26,0.84,16.8,26.8,36.8,20.6,30.6,40.6,24.4,34.4,44.4,28.2,38.2,48.2,32.1,42.1,52.1,35.9,45.9,55.9,39.7,49.7,59.7,35.9,45.9,55.9,32.1,42.1,52.1,28.2,38.2,48.2,24.4,34.4,44.4,20.6,30.6,40.6,0.154,0.176,0.198,0.22,0.242,0.264,0.286,0.264,0.242,0.22,0.198,0.176,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,11.2,13.2,18.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,42.2,52.2,62.2,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54,0.34,0.44,0.54
Boise Country Club,Boise,ID (US),"Boise, ID (US)",71,5,590,16,3,246,6,4,416,18,4,501,2,4,425,8,4,362,12,3,126,4,4,374,14,5,652,10,36,3692,4,384,15,4,465,9,4,499,13,3,206,5,5,506,1,4,349,7,3,212,3,4,365,17,4,488,11,35,3474,7166,75.3089696969697,134.438174242424,0.68,1925,###,764.435695538058,###,0.351041666666667,0.8,0.146666666666667,0.409090909090909,0.495,0.25,0.2,0.51,0.45,0.35,0.62,0.88,0.87,0.64,27.8,37.8,47.8,33.2,43.2,53.2,38.6,48.6,58.6,44,54,64,49.5,59.5,69.5,54.9,64.9,74.9,60.3,70.3,80.3,54.9,64.9,74.9,49.5,59.5,69.5,44,54,64,38.6,48.6,58.6,33.2,43.2,53.2,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
Edmond Golf Club,Edmond,OK (US),"Edmond, OK (US)",72,4,392,14,3,233,18,5,603,4,4,478,16,5,563,6,3,135,10,4,460,2,4,489,12,4,438,8,36,3791,4,331,17,4,388,13,4,406,7,5,581,11,3,137,3,4,345,5,4,442,1,3,163,15,5,568,9,36,3361,7152,75.2030571428571,134.083857142857,0.41,1962,###,203.412073490814,###,0.5,0.785714285714286,0.333333333333333,0.4,0.45,0.79,0.48,0.4,0.59,0.57,0.63,0.81,0.96,0.48,32,42,52,38,48,58,44,54,64,50,60,70,56,66,76,62,72,82,68,78,88,62,72,82,56,66,76,50,60,70,44,54,64,38,48,58,0.189,0.216,0.243,0.27,0.297,0.324,0.351,0.324,0.297,0.27,0.243,0.216,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55
Centennial Hunt Club,Centennial,ND (US),"Centennial, ND (US)",72,4,422,15,4,496,11,4,369,5,3,152,9,5,521,1,4,430,3,5,505,13,3,211,17,4,501,7,36,3607,5,609,18,4,432,12,5,659,16,4,422,2,3,195,14,4,472,4,4,394,8,3,248,10,4,411,6,36,3842,7449,75.0531696969697,133.634174242424,0.78,1970,###,3520.34120734908,###,0.293541666666667,0.8,0.266666666666667,0.409090909090909,0.495,0.89,0.34,0.5,0.49,0.4,0.39,0.94,0.82,0.63,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
Lincolnshire Cricket Club,Lincolnshire,IL (US),"Lincolnshire, IL (US)",70,4,404,16,4,403,18,5,648,10,4,456,14,4,341,12,3,234,2,4,348,6,3,182,8,4,350,4,35,3366,5,660,13,3,229,9,4,360,3,4,433,7,3,128,1,4,474,11,4,491,17,3,136,15,5,598,5,35,3509,6875,75.2529077922078,134.389662337662,0.7,2009,###,2621.39107611549,###,0.0625,0.807142857142857,0.253333333333333,0.549090909090909,0.605,0.67,0.88,0.49,0.43,0.62,0.79,0.6,0.93,0.69,19.8,29.8,39.8,24,34,44,28.2,38.2,48.2,32.5,42.5,52.5,36.8,46.8,56.8,41,51,61,45.2,55.2,65.2,41,51,61,36.8,46.8,56.8,32.5,42.5,52.5,28.2,38.2,48.2,24,34,44,0.2464,0.2816,0.3168,0.352,0.3872,0.4224,0.4576,0.4224,0.3872,0.352,0.3168,0.2816,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Nichols Hills Golf & Country Club,Nichols Hills,OK (US),"Nichols Hills, OK (US)",72,4,405,11,4,382,17,5,582,7,4,443,1,3,221,5,4,368,9,3,209,15,5,635,13,4,386,3,36,3631,4,347,18,3,248,14,5,641,16,4,446,8,4,452,12,3,179,10,5,591,4,4,379,6,4,478,2,36,3761,7392,75.7910571428571,135.945857142857,0.39,1999,###,600.393700787402,###,0.5,0.785714285714286,0.333333333333333,0.4,0.45,0.77,0.85,0.62,0.4,0.66,0.75,0.7,0.17,0.12,32,42,52,38,48,58,44,54,64,50,60,70,56,66,76,62,72,82,68,78,88,62,72,82,56,66,76,50,60,70,44,54,64,38,48,58,0.189,0.216,0.243,0.27,0.297,0.324,0.351,0.324,0.297,0.27,0.243,0.216,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55
Cary Golf Club,Cary,NC (US),"Cary, NC (US)",72,5,621,17,4,367,9,5,575,15,3,149,5,4,420,3,4,396,7,3,166,13,4,390,11,4,464,1,36,3548,4,457,16,3,151,12,4,333,14,5,607,6,4,493,10,5,518,8,4,421,18,3,136,2,4,400,4,36,3516,7064,76.4311125541125,137.814317099567,0.42,1992,###,406.824146981627,###,0.211041666666667,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.33,0.83,0.88,0.89,0.91,0.28,0.41,0.06,0.17,23.9,33.9,43.9,28.8,38.8,48.8,33.6,43.6,53.6,38.4,48.4,58.4,43.3,53.3,63.3,48.1,58.1,68.1,53,63,73,48.1,58.1,68.1,43.3,53.3,63.3,38.4,48.4,58.4,33.6,43.6,53.6,28.8,38.8,48.8,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Coralville Golf & Country Club,Coralville,IA (US),"Coralville, IA (US)",71,4,490,14,3,173,10,4,404,12,3,244,4,4,494,8,4,357,6,4,393,16,5,585,2,4,488,18,35,3628,4,341,15,4,356,17,5,638,7,3,132,13,4,362,3,3,123,1,5,603,5,4,445,11,4,420,9,36,3420,7048,75.4842805194805,134.912444155844,0.22,1934,###,869.422572178478,###,0.3125,0.957142857142857,0.173333333333333,0.607272727272727,0.632,0.5,0.82,0.41,0.35,0.7,0.9,0.26,0.78,0.38,26.8,36.8,46.8,32,42,52,37.2,47.2,57.2,42.5,52.5,62.5,47.8,57.8,67.8,53,63,73,58.2,68.2,78.2,53,63,73,47.8,57.8,67.8,42.5,52.5,62.5,37.2,47.2,57.2,32,42,52,0.2688,0.3072,0.3456,0.384,0.4224,0.4608,0.4992,0.4608,0.4224,0.384,0.3456,0.3072,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732
Plymouth Country Club,Plymouth,MN (US),"Plymouth, MN (US)",72,4,386,13,4,471,15,4,488,5,3,244,11,4,479,1,5,644,3,4,375,17,3,152,9,5,583,7,36,3822,5,568,12,4,340,8,4,340,10,3,230,2,4,418,6,5,649,4,4,500,14,3,179,18,4,333,16,36,3557,7379,74.6361350649351,132.399480519481,0.69,1951,###,82.0209973753281,###,0.125,0.857142857142857,0.2,0.490909090909091,0.55,0.49,0.8,0.35,0.71,0.97,0.68,0.21,0.34,0.42,21.5,31.5,41.5,26,36,46,30.5,40.5,50.5,35,45,55,39.5,49.5,59.5,44,54,64,48.5,58.5,68.5,44,54,64,39.5,49.5,59.5,35,45,55,30.5,40.5,50.5,26,36,46,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
